"ts","type","path","sessionId","elementTag","elementId","elementText","referrer","userAgent","ipHash"
"12/03/2026 13:10:20","page_view","/","1772823093555-qnj8xt4hak","","","","https://pavillon46.ch/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1","e2c55ce4a6fe7b7a673df1804fd21444009950278eab406b4693037516e5b8b4"
"12/03/2026 12:52:44","click","/waitlist","1773319942521-ucvrozc39a","button","","Continuer","https://pavillon46.ch/waitlist","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22H31 Instagram 417.1.0.39.73 (iPhone12,3; iOS 18_7_1; fr_FR; fr; scale=3.00; 1125x2436; IABMV/1; 885644877) Safari/604.1","082a82aac7bf8534cb0990c7ddd97ae3df26aea279b6b0f9e3619ed8e3b13577"
"12/03/2026 12:52:33","page_view","/waitlist","1773319942521-ucvrozc39a","","","","https://pavillon46.ch/waitlist","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22H31 Instagram 417.1.0.39.73 (iPhone12,3; iOS 18_7_1; fr_FR; fr; scale=3.00; 1125x2436; IABMV/1; 885644877) Safari/604.1","082a82aac7bf8534cb0990c7ddd97ae3df26aea279b6b0f9e3619ed8e3b13577"
"12/03/2026 12:52:33","page_view","/waitlist","1773319942521-ucvrozc39a","","","","https://pavillon46.ch/waitlist","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22H31 Instagram 417.1.0.39.73 (iPhone12,3; iOS 18_7_1; fr_FR; fr; scale=3.00; 1125x2436; IABMV/1; 885644877) Safari/604.1","082a82aac7bf8534cb0990c7ddd97ae3df26aea279b6b0f9e3619ed8e3b13577"
"12/03/2026 12:52:31","click","/","1773319942521-ucvrozc39a","button","","Rejoindre la liste d'attente","https://pavillon46.ch/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22H31 Instagram 417.1.0.39.73 (iPhone12,3; iOS 18_7_1; fr_FR; fr; scale=3.00; 1125x2436; IABMV/1; 885644877) Safari/604.1","082a82aac7bf8534cb0990c7ddd97ae3df26aea279b6b0f9e3619ed8e3b13577"
"12/03/2026 12:52:22","page_view","/","1773319942521-ucvrozc39a","","","","https://pavillon46.ch/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22H31 Instagram 417.1.0.39.73 (iPhone12,3; iOS 18_7_1; fr_FR; fr; scale=3.00; 1125x2436; IABMV/1; 885644877) Safari/604.1","082a82aac7bf8534cb0990c7ddd97ae3df26aea279b6b0f9e3619ed8e3b13577"
"12/03/2026 12:52:00","page_view","/","1773319920901-f4nmcbl8fz","","","","https://pavillon46.ch/","Mozilla/5.0 (Linux; Android 15; FP5 Build/AQ3A.240912.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/145.0.7632.154 Mobile Safari/537.36 Instagram 419.0.0.49.71 Android (35/15; 480dpi; 1224x2700; Fairphone; FP5; FP5; qcom; fr_CH; 896334170; IABMV/1)","dda416f5a9d0391ca3696a0a2441ac7c8e76c61fbd6e92d427dc7ef3ca2e1031"
"12/03/2026 12:42:14","page_view","/legal","1773319297254-ne0xl4kbds","","","","https://pavillon46.ch/legal","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/23D8133 Instagram 419.0.0.27.74 (iPhone16,1; iOS 26_3_1; fr_FR; fr; scale=3.00; 1179x2556; IABMV/1; 895010607) Safari/604.1","5da6054b6f5154cca2c3558c5d2b74a6070a6e5c43a15502fa113753cb678883"
"12/03/2026 12:42:14","click","/","1773319297254-ne0xl4kbds","a","","Mentions légales","https://pavillon46.ch/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/23D8133 Instagram 419.0.0.27.74 (iPhone16,1; iOS 26_3_1; fr_FR; fr; scale=3.00; 1179x2556; IABMV/1; 895010607) Safari/604.1","5da6054b6f5154cca2c3558c5d2b74a6070a6e5c43a15502fa113753cb678883"
"12/03/2026 12:41:59","click","/","1773319297254-ne0xl4kbds","a","","","https://pavillon46.ch/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/23D8133 Instagram 419.0.0.27.74 (iPhone16,1; iOS 26_3_1; fr_FR; fr; scale=3.00; 1179x2556; IABMV/1; 895010607) Safari/604.1","5da6054b6f5154cca2c3558c5d2b74a6070a6e5c43a15502fa113753cb678883"
"12/03/2026 12:41:37","page_view","/","1773319297254-ne0xl4kbds","","","","https://pavillon46.ch/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/23D8133 Instagram 419.0.0.27.74 (iPhone16,1; iOS 26_3_1; fr_FR; fr; scale=3.00; 1179x2556; IABMV/1; 895010607) Safari/604.1","5da6054b6f5154cca2c3558c5d2b74a6070a6e5c43a15502fa113753cb678883"
"12/03/2026 12:33:34","page_view","/","1772823093555-qnj8xt4hak","","","","https://pavillon46.ch/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1","0e0ddbedbbe454fcca2a51c5b82831964530a692b904672bdd84947585db11f9"
"12/03/2026 12:33:34","page_view","/","1772823093555-qnj8xt4hak","","","","https://pavillon46.ch/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1","0e0ddbedbbe454fcca2a51c5b82831964530a692b904672bdd84947585db11f9"
"12/03/2026 12:33:31","page_view","/waitlist","1772823093555-qnj8xt4hak","","","","https://pavillon46.ch/waitlist","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1","0e0ddbedbbe454fcca2a51c5b82831964530a692b904672bdd84947585db11f9"
"12/03/2026 12:33:31","page_view","/waitlist","1772823093555-qnj8xt4hak","","","","https://pavillon46.ch/waitlist","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1","0e0ddbedbbe454fcca2a51c5b82831964530a692b904672bdd84947585db11f9"
"12/03/2026 12:33:29","click","/","1772823093555-qnj8xt4hak","button","","Rejoindre la liste d'attente","https://pavillon46.ch/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1","0e0ddbedbbe454fcca2a51c5b82831964530a692b904672bdd84947585db11f9"
"12/03/2026 12:33:16","page_view","/","1772823093555-qnj8xt4hak","","","","https://pavillon46.ch/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1","0e0ddbedbbe454fcca2a51c5b82831964530a692b904672bdd84947585db11f9"
"12/03/2026 12:32:04","click","/","1773318701236-62r82nx7n1","a","","","https://pavillon46.ch/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","6ee8d8b7b41e0d42e48daafbabde649edb9bb08ba26e85480166a40bd7335318"
"12/03/2026 12:31:41","page_view","/","1773318701236-62r82nx7n1","","","","https://pavillon46.ch/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","6ee8d8b7b41e0d42e48daafbabde649edb9bb08ba26e85480166a40bd7335318"
"12/03/2026 10:58:00","page_view","/","1773311281422-ad2xqwgsn7","","","","https://pavillon46.ch/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1 Ddg/26.3","af7c442358f86780d01c7e9c0195174c3593fa05d5da4a2dae1c392c1689329e"
"12/03/2026 10:48:45","page_view","/","1773311281422-ad2xqwgsn7","","","","https://pavillon46.ch/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1 Ddg/26.3","27eec81db3f9f5c3b978c6a8ddd2bae107539530c986730f33a26e2350d6ced1"
